	GRUPO MUSCULAR 			PECTORAL	HOMBROS	DELTOIDES POSTERIOR	BÍCEPS 	TRÍCEPS 	ANTEBRAZO	ABDOMINALES	ESPALDA ALTA	DORSALES	ERECTORES	GLÚTEOS	ISQUIOTIBIALES	GEMELOS	ADUCTORES	CUÁDRICEPS	TOTAL		HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO
																																																																																																																																																																																																																																														
	SERIES 			0	0	0	0	0	0	3	0	0	0	0	2	3	2	5	15																								15 42pm		17 02pm		7		8		9																																																																																																																																																																																											
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
	ENFOQUE:				TORSO																DIARIO DE ENTRENAMIENTO SEMANA 1											DIARIO DE ENTRENAMIENTO SEMANA 2											DIARIO DE ENTRENAMIENTO SEMANA 3											DIARIO DE ENTRENAMIENTO SEMANA 4											DIARIO DE ENTRENAMIENTO SEMANA 5											DIARIO DE ENTRENAMIENTO SEMANA 6											DIARIO DE ENTRENAMIENTO SEMANA 7											DIARIO DE ENTRENAMIENTO SEMANA 8											DIARIO DE ENTRENAMIENTO SEMANA 9											DIARIO DE ENTRENAMIENTO SEMANA 10											DIARIO DE ENTRENAMIENTO SEMANA 11											DIARIO DE ENTRENAMIENTO SEMANA 12											DIARIO DE ENTRENAMIENTO SEMANA 13											DIARIO DE ENTRENAMIENTO SEMANA 14											DIARIO DE ENTRENAMIENTO SEMANA 15											DIARIO DE ENTRENAMIENTO SEMANA 16											DIARIO DE ENTRENAMIENTO SEMANA 17											DIARIO DE ENTRENAMIENTO SEMANA 18											DIARIO DE ENTRENAMIENTO SEMANA 19											DIARIO DE ENTRENAMIENTO SEMANA 20								
																																																																																																																																																																																																																																														
																								REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 					
	GRUPO MUSCULAR 		ORDEN 	EJERCICIO			SERIES 		RANGO DE REPETICIONES 		RIR	TIEMPO DE DESCANSO 		TIPO DE SERIE 		VÍDEO 	ESPECIFICACIONES				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR	
																																																																																																																																																																																																																																														
	DELTOIDES LATERAL			ELEVACIONES LATERALES EN POLEA			3		10-12	12-15	0										 1 serie 4.5kg, 2 y 3 serie 2.3kg		KG	6rir0	11rir0	10rir0		0				1 serie 4kg, 2 y 3 serie 2.3kg		KG	10rir0	11rir0	10rir0		0				1 y 2 serie 4kg y 3 serie 2.3kg		KG	11rir0	9rir0	10rir0		0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	DORSALES			JALON UNILATERAL EN POLEA			2		10-12		0										1 serie 15.8kg y 2 serie 13.5kg		KG	9rir0	9rir0			0				1 serie 15.8kg y 2 serie 13.5kg		KG	9rir0	9rir0			0				1 serie 15.8kg y 2 serie 13.5kg		KG	10rir0	9rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	PECTORAL			PRESS INCLINADO EN MÁQUINA			2		8-10	10-12	1										10kg		KG	12fallo	9rir0			0				10kg		KG	11rir0	9rir0			0				10kg		KG	casi casi 11	8rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	ESPALDA ALTA			REMO DE ESPALDA ALTA EN POLEA			2		10-12		0										1 serie 23kg y 2 serie 20kg		KG	10rir1	11rir1			1				1 serie 23kg y 2 serie 20kg		KG	10rir1	11rir1			1				23kg		KG	11rir0	10rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	PECTORAL			PRESS PLANO EN MÁQUINA			2		10-12	12-15	0										29kg		KG	11rir0	10rir0			0				29kg		KG	11rir0	10rir0			0				29kg		KG	11rir0	10rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	TRÍCEPS			EXTENSIÓN UNILATERAL EN POLEA 			2		10-12		0												KG											KG									1 serie 6.8kg y 2 serie 4.5kg		KG	9fallo	10rir0									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	BÍCEPS			CURL PREDICADOR CON MANCUERNAS			2		10-12		0						Unilateral				1 serie 7kg y 2 serie 6kg		KG	derch 7 rir0 izq 8rir0	9rir0			0				1 serie 7kg y 2 serie 6kg		KG	derch 7 rir0 y izq 8rir0	10rir0							1 serie 7kg y 2 serie 6kg		KG	7rir0	10rir0									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																				 			KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																																																																																																																																																																																																																																														
	GRUPO MUSCULAR 			PECTORAL	HOMBROS	DELTOIDES POSTERIOR	BÍCEPS 	TRÍCEPS 	ANTEBRAZO	ABDOMINALES	ESPALDA ALTA	DORSALES	ERECTORES	GLÚTEOS	ISQUIOTIBIALES	GEMELOS	ADUCTORES	CUÁDRICEPS	TOTAL		HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO
																																																																																																																																																																																																																																														
	SERIES 			4	3	0	2	2	0	0	2	2	0	0	0	0	0	0	15																																																																																																																																																																																																																											
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
	ENFOQUE:				PIERNA B																DIARIO DE ENTRENAMIENTO SEMANA 1											DIARIO DE ENTRENAMIENTO SEMANA 2											DIARIO DE ENTRENAMIENTO SEMANA 3											DIARIO DE ENTRENAMIENTO SEMANA 4											DIARIO DE ENTRENAMIENTO SEMANA 5											DIARIO DE ENTRENAMIENTO SEMANA 6											DIARIO DE ENTRENAMIENTO SEMANA 7											DIARIO DE ENTRENAMIENTO SEMANA 8											DIARIO DE ENTRENAMIENTO SEMANA 9											DIARIO DE ENTRENAMIENTO SEMANA 10											DIARIO DE ENTRENAMIENTO SEMANA 11											DIARIO DE ENTRENAMIENTO SEMANA 12											DIARIO DE ENTRENAMIENTO SEMANA 13											DIARIO DE ENTRENAMIENTO SEMANA 14											DIARIO DE ENTRENAMIENTO SEMANA 15											DIARIO DE ENTRENAMIENTO SEMANA 16											DIARIO DE ENTRENAMIENTO SEMANA 17											DIARIO DE ENTRENAMIENTO SEMANA 18											DIARIO DE ENTRENAMIENTO SEMANA 19											DIARIO DE ENTRENAMIENTO SEMANA 20								
																																																																																																																																																																																																																																														
																								REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 					
	GRUPO MUSCULAR 		ORDEN 	EJERCICIO			SERIES 		RANGO DE REPETICIONES 		RIR	TIEMPO DE DESCANSO 		TIPO DE SERIE 		VÍDEO 	ESPECIFICACIONES				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR	
																																																																																																																																																																																																																																														
	ABDOMINALES			CRUNCH ABDOMINAL EN POLEA			3		10-12		0										1 serie 27kg, 2 y 3 serie 24.5kg		KG	10rir1-2	12rir1-2	11rir1-2						1 y 2 serie 27kg y 3 serie 24.5kg		KG	12rir1	8rir0	10rir0		0				1 y  2 serie 27kg y 3 serie 24.5kg		KG	13rir1-2	9rir0	11rir0						1 y 2 serie 28.5kg y 3 serie 27kg		KG	11rir1	8fallo	7rir0-1								KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	GEMELOS			ELEVACIONES DE GEMELOS SENTADO			3		10-12		0										1 serie 88kg, 2 77kg y 3 serie 75kg		KG	10rir0-1	10rir0-1	10rir0						1 serie 88kg, 2 serie 77kg y 3 serie 75kg		KG	9rir1	10rir0	10rir0-1/1-0						1 serie 88kg, 2 serie 86kg y  3 serie 77kg		KG	10-11rir0	9rir0	9rir0		0				7.5kg		KG	10rir0	9rir0	8rir0		0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	ADUCTOR			ADUCTOR EN MÁQUINA 			2		10-12	12-15	0										1 serie 29kg y 2 serie 25.5kg		KG	9rir0	8rir0			0				1 serie 29kg y 2 serie 25.5kg		KG	casi casi 9	8rir0							1 serie 29kg y 2 serie 25.5kg		KG	9rir0-1	10rir0							1 serie 32kg y 2 serie 27kg		KG	8rir0	9rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	ISQUIOTIBIALES			CURL DE ISQUIOTIBIALES SENTADO			2		10-12		0										1 serie 45kg y 2 serie 38kg		KG	10rir0	10rir0			0				1 serie 45kg y 2 serie 38kg		KG	10rir1	10rir0 alomejor 1							1 serie 45kg y 2 serie 38kg		KG	10rir1	10rir0							1 serie 41kg y 2 serie 36kg		KG	8rir0	8rir0-1									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	ISQUIOTIBIALES			PESO MUERTO RUMANO CON MANCUERNAS			2		8-10		1										1 serie 16kg y 2 serie 11kg		KG	9rir1-0	9rir0-1							1 serie 16kg y 2 serie 11kg		KG	10rir0-1	11rir0-1							1 serie 16kg y 2 serie 14kg		KG	11rir1	10rir1-0/0-1							10kg		KG	9rir4	8rir4									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	CUÁDRICEPS			EXTENSIÓN DE CUADRICEPS UNILATERAL			2		10-12	12-15	1										42.5kg		KG	9rir1-2								42.5kg		KG	9rir2								42.5kg		KG	9rir2								11kg		KG	9rir1-0	8rir1-0									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	CUÁDRICEPS			PRENSA HORIZONTAL UNILATERAL			2		10-12		1												KG											KG											KG									13kg		KG	13rir1-2/2-1	12rir1-2/2-1									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																				 			KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																																																																																																																																																																																																																																														
	GRUPO MUSCULAR 			PECTORAL	HOMBROS	DELTOIDES POSTERIOR	BÍCEPS 	TRÍCEPS 	ANTEBRAZO	ABDOMINALES	ESPALDA ALTA	DORSALES	ERECTORES	GLÚTEOS	ISQUIOTIBIALES	GEMELOS	ADUCTORES	CUÁDRICEPS	TOTAL		HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO
																																																																																																																																																																																																																																														
	SERIES 			0	0	0	0	0	0	3	0	0	0	0	4	3	2	4	16																																																																																																																																																																																																																											
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
POWERED BY: PRO COACH SYSTEMS																																																																																																																																																																																																																																														
